,FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
6174,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SAFARI BOOKS ONLINE,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2018-08-05,-139.54
6175,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SAFARI BKS ONLINE-FLOW,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2018-08-05,199.0
6176,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IDU*INSIGHT PUBLIC SEC,COMPUTER SOFTWARE STORES,2018-08-05,141.21
6177,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CALYPSO SNACK BAR,EATING PLACES RESTAURANTS,2018-08-02,174.75
6178,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012386287143,AIRLINE,2018-08-08,249.2
6179,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BUDGET RENT-A-CAR,CAR RENTAL,2018-08-03,238.58
6180,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NEWTONVILLE GAS AND REPAIR,FUEL DISPENSER AUTOMATED,2018-08-03,16.03
6181,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WASHINGTON COURT HOTEL,LODGING,2018-08-04,46.0
6182,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CALYPSO SNACK BAR,EATING PLACES RESTAURANTS,2018-08-03,234.0
6183,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOB EVANS REST #0280,EATING PLACES RESTAURANTS,2018-08-10,48.0
6184,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-08-10,33.9
6185,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GOTOCITRIX.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2018-08-09,78.4
6186,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,2018-08-10,6.68
6187,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHL AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2018-07-29,110.0
6189,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EASTERN LIFT TRUCK,MISC-AUTO-AIRCRAFT-FARM EQUIP NOT ELSEWHERE CLASS,2018-08-10,270.2
6193,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN WESTIN HOTELS,LODGING,2018-07-30,60.01
6194,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN WESTIN HOTELS,LODGING,2018-07-29,366.11
6195,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010635649800,AIRLINE,2018-08-14,29.22
6196,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012387195193,AIRLINE,2018-08-14,468.2
6198,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VENDEDGE,FAST FOOD RESTAURANTS,2018-08-23,1.75
6200,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARTA ATLANTA 00000018,TRAVEL,2018-08-23,7.0
6201,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NOODLES AND CO 479,EATING PLACES RESTAURANTS,2018-08-18,265.0
6204,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0017856168390,AIRLINE,2018-08-22,148.1
6205,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT NEW ORL F AND B,LODGING,2018-08-21,11.02
6206,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SUMMER SCHL RED CLAY,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2018-08-22,50.0
6207,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NEW ORLEANS AIRPORT,FAST FOOD RESTAURANTS,2018-08-24,7.3
6208,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA,TRAVEL,2018-08-22,44.0
6210,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,INTAC INC,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2018-08-16,150.75
6211,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,INTAC INC,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2018-08-16,268.0
6212,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,INTAC INC,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2018-08-16,16.08
6213,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010635892938,AIRLINE,2018-08-18,13.87
6214,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012387884678,AIRLINE,2018-08-18,306.2
6215,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ABBOTTS GRILL MILFORD,EATING PLACES RESTAURANTS,2018-08-23,217.0
6216,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ESCAPE ROOM DELAWARE LLC,RECREATION SERVICES NOT ELSEWHERE CLASSIFIED,2018-08-23,130.0
6217,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BROOKES PUBLISHING,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2018-08-05,92.3
6218,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7161063489000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-17,189.56
6219,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN SCHOOL HEALTH AS,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,2018-08-17,575.0
6220,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 2350659040742,TRAVEL,2018-08-22,76.0
6221,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA,TRAVEL,2018-08-23,-20.0
6222,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR 0067856172908,AIRLINE,2018-08-22,151.6
6223,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR 0067856172907,AIRLINE,2018-08-22,151.6
6224,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0017856168391,AIRLINE,2018-08-22,148.1
6225,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PARKING METER FEE,AUTOMOBILE PARKING LOTS AND GARAGES,2018-08-02,4.5
6226,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7160532783000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-06,33.8
6227,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0147835139000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-05,42.45
6228,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,2018-08-01,32.35
6229,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,2018-08-04,6.47
6230,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ASSOCIATION OF S,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-08-10,475.0
6231,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE WESTIN WASHINGTON DC,EATING PLACES RESTAURANTS,2018-08-09,19.5
6233,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7160532783000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-06,480.16
6234,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0147708275000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-02,168.97
6237,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2018-08-04,290.0
6238,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SSI*SCHOOL SPECIALTY,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2018-08-10,14.29
6239,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AIRPORT SHUTTLE,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,2018-08-20,44.0
6240,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FIVE GUYS #GA-1583,FAST FOOD RESTAURANTS,2018-08-24,12.68
6241,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0148126904000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-16,17.09
6242,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010288636443,AIRLINE,2018-08-20,25.0
6243,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-18,192.96
6244,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL HLTHCR/REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2018-08-25,140.1
6245,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NCS*GED EXAM,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2018-08-24,250.0
6246,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NOVA RESEARCH COMPANY,CONSULTING MANAGEMENT AND PUBLIC RELATIONS SVCS,2018-08-16,100.0
6247,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOLLAR TREE,VARIETY STORES,2018-08-08,222.0
6248,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2018-08-06,33.51
6249,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2018-08-06,10.2
6251,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON GARDEN INN WORCEST,LODGING,2018-08-04,127.04
6252,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARTA ATLANTA 00000018,TRAVEL,2018-08-23,10.0
6253,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAL-MART #5039,GROCERY STORES SUPERMARKETS,2018-08-08,51.89
6254,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,2018-08-23,6.47
6255,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #2116,FAST FOOD RESTAURANTS,2018-08-02,16.34
6256,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHANNING BETE CO AHA,MISCELLANEOUS PUBLISHING AND PRINTING,2018-08-25,9.95
6258,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FAIRFIELD INN AND SUITES A,LODGING,2018-08-25,165.08
6260,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAL-MART #5039,GROCERY STORES SUPERMARKETS,2018-08-08,52.0
6261,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,INTAC INC,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2018-08-16,9.05
6262,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOLLAR DAYS,NONDURABLE GOODS NOT ELSEWHERE CLASSIFIED,2018-08-18,53.69
6263,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ESCAPE ROOM DELAWARE LLC,RECREATION SERVICES NOT ELSEWHERE CLASSIFIED,2018-08-02,221.0
6264,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AIRBEV INC.,FAST FOOD RESTAURANTS,2018-08-24,27.0
6265,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7160532783000003,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-17,10.63
6266,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-19,241.2
6267,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA,TRAVEL,2018-08-23,-24.0
6269,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ASSOCIATION OF S,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-08-22,475.0
6271,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL SEA FOODS #011,EATING PLACES RESTAURANTS,2018-08-03,41.25
6272,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PARENTS AS TEACHERS NATL,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-08-10,450.0
6273,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HARRY LOUIE DRY CL,DRY CLEANERS,2018-08-19,10.5
6274,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA,TRAVEL,2018-08-22,20.0
6275,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2018-08-06,17.62
6276,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EDUCATION WEEK TEACHER MA,ADVERTISING SERVICES,2018-08-25,395.0
6277,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0147708379000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-02,273.95
6278,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FASTENAL COMPANY01,HARDWARE STORES,2018-08-19,57.39
6279,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DOLLAR DAYS,NONDURABLE GOODS NOT ELSEWHERE CLASSIFIED,2018-08-18,0.4
6280,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT DC GEORGETWN,LODGING,2018-07-29,-199.23
6281,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FOOD LION #1426,GROCERY STORES SUPERMARKETS,2018-08-10,145.07
6282,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-07-27,14.63
6283,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NASDTEC,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2018-08-11,470.0
6284,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FOOD LION #1426,GROCERY STORES SUPERMARKETS,2018-08-10,145.0
6285,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOB EVANS REST #0280,EATING PLACES RESTAURANTS,2018-08-10,30.0
6288,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PLN*PRICELINE HOTELS,TRAVEL,2018-08-12,591.06
6289,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHANNING BETE CO AHA,MISCELLANEOUS PUBLISHING AND PRINTING,2018-08-25,69.5
6290,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GBA CAFE 18180737,FAST FOOD RESTAURANTS,2018-08-24,8.66
6291,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FRONTIER AI HCER9H,AIRLINE,2018-08-25,78.1
6292,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA,TRAVEL,2018-08-25,10.0
6293,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-12,279.93
6294,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2018-08-12,210.07
6295,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT NEW ORL F AND B,LODGING,2018-08-24,8.77
6296,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010289001687,AIRLINE,2018-08-24,25.0
6297,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2018-08-12,420.59
6298,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012386621633,AIRLINE,2018-08-10,359.7
6299,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HARRY LOUIE DRY CL,DRY CLEANERS,2018-08-19,5.25
6300,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WWW.1AND1.COM,COMPUTER NETWORK-INFORMATION SERVICES,2018-08-15,134.91
6301,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SOUTHWES 5262436752061,AIRLINE,2018-08-10,313.96
6302,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE WESTIN WASHINGTON DC,LODGING,2018-08-12,118.0
6303,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0148052640000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-12,6.88
6304,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0148052640000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-12,282.24
6305,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MSC,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2018-08-12,105.12
6306,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7160757824000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-11,506.22
6307,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SOUTHWES 5262436601584,AIRLINE,2018-08-10,157.96
6308,2019,2,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON INTERNATIONALS,LODGING,2018-08-25,296.56
6309,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CALYPSO SNACK BAR,EATING PLACES RESTAURANTS,2018-08-09,325.0
6310,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CALYPSO SNACK BAR,EATING PLACES RESTAURANTS,2018-08-11,325.0
6311,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,ELI RESEARCH NC 800 223,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2018-08-12,10.0
6312,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS0147881481000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-06,35.3
6313,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CALYPSO SNACK BAR,EATING PLACES RESTAURANTS,2018-08-10,325.0
6314,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CALYPSO SNACK BAR,EATING PLACES RESTAURANTS,2018-08-08,325.0
6315,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SAFEWAY STORE00017632,GROCERY STORES SUPERMARKETS,2018-08-08,10.47
6316,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SAFEWAY STORE00017632,GROCERY STORES SUPERMARKETS,2018-08-08,44.05
6317,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MAIN ST MARKET,MISCELLANEOUS GENERAL MERCHANDISE,2018-08-16,480.0
6318,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLES DIRECT,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-07-28,79.99
6319,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,ELI RESEARCH NC 800 223,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2018-08-12,159.0
6321,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SCHOOL HEALTH CORP,DENTAL-LAB-MED-OPHTHALMIC HOSP EQUIP SUPPLIES,2018-08-13,100.0
6322,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MAIN ST MARKET,MISCELLANEOUS GENERAL MERCHANDISE,2018-08-16,144.0
6323,2019,2,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,AMAZON.COM,BOOK STORES,2018-08-18,78.56
6324,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,CAREER COMMUNICATIONS,MISCELLANEOUS GENERAL MERCHANDISE,2018-08-17,10.0
6325,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,ASSOC SUPERV AND CURR,DIRECT MARKETING-CATALOG MERCHANTS,2018-07-27,11.0
6326,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE GOVERNORS SQ,GROCERY STORES SUPERMARKETS,2018-08-15,6.77
6327,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2018-08-24,99.51
6328,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,KENT-SUSSEX INDUST,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-08-02,49.9
6329,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0147784284000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-04,94.4
6330,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,KENT-SUSSEX INDUST,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-08-16,24.95
6331,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,CAREER COMMUNICATIONS,MISCELLANEOUS GENERAL MERCHANDISE,2018-08-17,565.0
6333,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS7160498953000003,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-09,15.24
6334,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS7160498953000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-05,41.76
6335,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS7160498953000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-05,332.79
6336,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2018-08-04,21.95
6337,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0147784284000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-04,348.6
6338,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AWL*PEARSON EDUCATION,BOOKS PERIODICALS AND NEWSPAPERS,2018-08-01,525.89
6339,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PAYPAL *TECHNIMEDIA,COLLEGES UNIV PRO SCHOOLS JUNIOR COLLEGES,2018-07-27,9.0
6340,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AWL*PEARSON EDUCATION,BOOKS PERIODICALS AND NEWSPAPERS,2018-08-01,8.47
6341,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,BAUDVILLE INC.,NONDURABLE GOODS NOT ELSEWHERE CLASSIFIED,2018-08-03,9.5
6342,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GOOGLE *SVCSAPPSECAPM,ADVERTISING SERVICES,2018-08-01,25.0
6343,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2018-08-03,107.01
6344,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,BAUDVILLE INC.,NONDURABLE GOODS NOT ELSEWHERE CLASSIFIED,2018-08-03,83.85
6345,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,2018-08-08,37.68
6346,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,ASSOC SUPERV AND CURR,DIRECT MARKETING-CATALOG MERCHANTS,2018-07-27,79.08
6347,2019,2,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,KENT-SUSSEX INDUST,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-07-28,609.65
6350,2019,2,DEPT OF EDUCATION,TRANSPORTATION,NAPT,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,2018-07-28,170.0
6352,2019,2,DEPT OF EDUCATION,TRANSPORTATION,SOUTHWES 5262439502389,AIRLINE,2018-08-19,343.47
6353,2019,2,DEPT OF EDUCATION,TRANSPORTATION,NAPT,ASSOCIATIONS-CIVIC SOCIAL AND FRATERNAL,2018-08-24,425.0
6354,2019,2,DEPT OF EDUCATION,TRANSPORTATION,2CO.COM*NASDPTS,DIRECT MARKETING-CATALOG MERCHANTS,2018-08-25,450.0
6355,2019,2,DEPT OF EDUCATION,TRANSPORTATION,J J KELLER AND ASSOCIATES,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2018-08-05,35.0
6356,2019,2,DEPT OF EDUCATION,TRANSPORTATION,SOUTHWES 5262439569311,AIRLINE,2018-08-19,298.97
6358,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CHICK-FIL-A #02680,FAST FOOD RESTAURANTS,2018-09-08,155.3
6359,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JOE THEISMANNS REST ALEXA,EATING PLACES RESTAURANTS,2018-08-30,16.5
6360,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,FAST FOOD RESTAURANTS,2018-09-22,3.72
6361,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7161666830000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-26,245.38
6362,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NCS*GED EXAM,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2018-08-29,600.0
6363,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAVERN 64,EATING PLACES RESTAURANTS,2018-09-12,44.1
